Type of Score,Barcode,Description,Item Policy,Material Type,MMS Id,ISBN,Resource Type,Title,Primo Link,Author,Publisher,Publication Place,Publication Date,Edition,Series,Subjects,Uniform Title,Language Code,Permanent Call Number,Location Name,Item Creation Fiscal Year
Individual Composer,39090018320776,,Score,Music Score,991018139839903851,,Notated music - Physical,"Be still and know : for violin, cello, and piano  /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018139839903851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Simon, Carlos, Jr., 1984- composer.",CSJr Music,[Brooklyn] :,[2020],,,Piano trios--Scores and parts.; Chamber music.; Parts (Music); Scores.,Be still and know,zxx,MSC9164,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018353546,,Score,Music Score,991018231844803851,,Notated music - Physical,Night trip : chamber opera /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018231844803851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Simon, Carlos, Jr., 1984- composer.",CSJr Music,[Brooklyn] :,2019.,Piano/vocal score.,,Operas--Vocal scores with piano.; Chamber operas.; One-act operas.; Vocal scores.,Night trip. Vocal score,eng,MSC9337,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018341707,,Score,Music Score,991018166647403851,,Notated music - Physical,"Ein kleines Volkslied : for bass clarinet, vibraphone, electric guitar, piano, 'cello and double bass /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018166647403851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Singleton, Alvin, 1940- composer.",Schott New York,New York :,[2020],,,"Sextets (Piano, clarinet, guitar, percussion, cello, double bass)--Scores and parts.; Chamber music.; Parts (Music); Scores.",,zxx,MSC9182,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018353611,,Score,Music Score,991018231844703851,,Notated music - Physical,Again : for chamber orchestra (1979) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018231844703851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Singleton, Alvin, 1940- composer.",Project Schott New York,New York :,[2021],Full score,,Chamber orchestra music--Scores.; Scores.; Art music.,Again,zxx,MSC9338,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018377339,,Score,Music Score,991018207343503851,0193544172; 9780193544178,Notated music - Physical,24 preludes and fugues : solo piano /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018207343503851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Skempton, Howard, 1947-",Oxford University Press,Oxford :,[2020],,,,,und,MSC9273,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018341533,,Score,Music Score,991018139839703851,,Notated music - Physical,Imaginary pancake : for solo piano (2020) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018139839703851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Smith, Gabriella, 1991-",Modern Works Music Publishing,Nashville :,2020.,,,Piano music.,,zxx,MSC9166,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018305215,,Score,Music Score,991018166647303851,,Notated music - Physical,Music for harp and orchestra /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018166647303851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Smith, Hale, 1925-2009 composer.",Exclusively distributed by Hal Leonard; Keiser; Edward B Marks Music,[New York] :,[2020],Full score.,,"Harp with orchestra--Scores.; Smith, Hale,--1925-2009--Manuscripts--Facsimiles.; Music--Manuscripts--Facsimiles.; Smith, Hale,--1925-2009.; Music.; Art music.; Facsimiles.; Manuscripts.; Scores.","Music, pedal harp, orchestra",zxx,MSC9183,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090017202793,,Score,Music Score,991018115735703851,,Notated music - Physical,Orient point : for string orchestra (2016) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018115735703851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Smith, Linda Catlin, 1957-",Composers Edition,Oxfordshire :,[2020].,,,,,zxx,MSC9135,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018303418,,Score,Music Score,991018103545303851,,Notated music - Physical,"The prison : symphony for soprano and bass-baritone soli, chorus (S.C.T.B.) and orchestra /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018103545303851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Smyth, Ethel, 1858-1944 composer.",mph Musikproduktion Höflich,München :,2020.,,Repertoire explorer,"Symphonies--Vocal scores with piano.; Choruses, Secular (Mixed voices) with orchestra--Vocal scores with piano.; Symphonies.; Vocal scores.",Prison. Vocal score,eng,MSC9096,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018320859,,Score,Music Score,991018139839603851,8759841931; 9788759841938,Notated music - Physical,Second symphony : (2016-2019) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018139839603851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Sørensen, Bent, 1958- composer.",Wilhelm Hansen,Copenhagen :,[2020],Full score.,,Symphonies--Scores.; Symphonies.; Scores.,"Symphonies, no. 2",zxx,MSC9167,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018377446,,Score,Music Score,991018202646903851,9781491158845; 1491158840,Notated music - Physical,Serenade : for orchestra /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018202646903851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Still, William Grant, 1895-1978.",Carl Fischer,New York :,2021.,,,,,eng,MSC9250,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018353892,,Score,Music Score,991018231844603851,,Notated music - Physical,Prayer and blessing : for string quartet and soprano (or: for any instrument and voice) (2020) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018231844603851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Tan, Dun, 1957- composer.",G Schirmer Inc,"New York, NY :",[2020].,,,Songs (High voice) with instrumental ensemble--Scores and parts.; Laozi--Musical settings.; Songs.; Chamber music.; Musical settings.; Parts (Music); Scores.,,eng,MSC9339,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018303277,,Score,Music Score,991018103545203851,,Notated music - Physical,"Wind whisperer : for flute, viola and harp /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018103545203851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Tanaka, Karen, 1961-",Project Schott New York,New York :,2019.,,,,,eng,MSC9097,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018303392,,Score,Music Score,991018103545103851,,Notated music - Physical,Eclipse : for soprano dizi and zheng /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018103545103851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Telfar, Evangelina, composer.",SOUNZ Centre for New Zealand Music = Toi te Arapūoru,[Wellington] :,[2017],,,Eclipses--Songs and music.; Di zi and zheng music--Scores.,,zxx,MSC9098,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018220948003851,,Notated music - Physical,The shadow of dawn : five poems of Paul Laurence Dunbar : for high voice and piano : 2000 /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018220948003851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Thompson, Richard O. composer.",American Composers Alliance Inc,"New York, NY :",2020.,2nd ed. 2020.,American composers edition,"Dunbar, Paul Laurence,--1872-1906--Musical settings.; Dunbar, Paul Laurence,--1872-1906.; Songs (High voice) with piano.; Chamber music.; Musical settings.; Scores.; Song cycles.",Shadow of dawn,eng,M1621.4.T46 S53 2020,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018220947803851,,Notated music - Physical,Songs of passion : for soprano and piano (2014) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018220947803851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Thompson, Richard, 1950-",American Composers Alliance,New York :,"2014, 2020.",,,,,eng,Unknown,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018220948203851,,Notated music - Physical,Lemuria fantasy : for piano (1996) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018220948203851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Thompson, Richard, 1950-",American Composers Alliance,New York :,"1996, 2020.",,,,,zxx,Unknown,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018220947903851,,Notated music - Physical,Six preludes : for solo piano (2004) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018220947903851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Thompson, Richard, 1954- composer.",American Composers Alliance,New York :,2020.,,American composers edition,Piano music.,,zxx,Unknown,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018220948103851,,Notated music - Physical,The Mask in the mirror : the courtship and marriage of Paul Laurence Dunbar and Alice Ruth Moore (2012) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018220948103851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Thompson, Richard, 1954- composer.",American Composers Alliance,New York :,"2012, 2020.",,,"Dunbar, Paul Laurence,--1872-1906.; Dunbar-Nelson, Alice Moore,--1875-1935.; Operas--Vocal scores with piano.; Dunbar-Nelson, Alice Moore,--1875-1935; Dunbar, Paul Laurence,--1872-1906; Operas--Vocal scores with piano",Mask in the mirror. Vocal score,eng,Unknown,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018303475,,Score,Music Score,991018103640003851,,Notated music - Physical,For the victims and survivors of September 11 : for jazz orchestra and narrator /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018103640003851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Tillis, Frederick, 1930-2020 author, composer.",American Composers Alliance Inc,New York :,2020.,,American composers edition,"Monologues (Music); Scores.; 2001-2010; Monologues with music (Jazz ensemble)--Scores.; Big band music--Scores.; September 11 Terrorist Attacks, 2001--Songs and music.; Jazz--2001-2010.; Big band music.; Jazz.; Monologues with music (Jazz ensemble)",For the victims and survivors of September 11,eng,M1625.T55 F6 2020,Music Oversize,FY-2021
Individual Composer,,,Score,Music Score,991018220947403851,,Notated music - Physical,Ring shout concerto (1973-74) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018220947403851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Tillis, Frederick, 1930-2020.",American Composers Alliance,"New York, N.Y. :",[1974?],,Composers facsimile edition,Concertos (Percussion)--Scores.,"Concertos, percussion, orchestra",zxx,M1040.T55 R5 1974,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018220947503851,,Notated music - Physical,Pastorale : for wind ensemble (1974) /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018220947503851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Tillis, Frederick, 1930-2020.",American Composers Alliance,"New York, N.Y. :",[1974?],,Composers facsimile edition,Band music--Scores.,,zxx,M1245.T55 P3 1974,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018220947603851,,Notated music - Physical,In the spirit and the flesh /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018220947603851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Tillis, Frederick, 1930-2020.",American Composers Alliance,"New York, N.Y. :",©1985.,,Composers facsimile edition,"Dunbar, P. J.--(Paul J.); Tillis, Frederick,--1930-2020--Manuscripts--Facsimiles.; Tillis, Frederick,--1930-2020; Choruses, Secular (Mixed voices) with orchestra--Scores.; Facsimiles.; Manuscripts.",,eng,Unknown,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,,,Score,Music Score,991018220947703851,,Notated music - Physical,"Concerto for piano (jazz trio) and symphony orchestra : 1979, Rev. 1982 /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018220947703851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Tillis, Frederick, 1930-2020.",American Composers Alliance,"New York, NY :",2019.,,American composers edition,"Concertos (Piano, jazz ensemble)--Scores.; Concertos.; Facsimiles.; Scores.","Concertos, piano, jazz ensemble, orchestra",zxx,M1040.T55 C58 2019,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090017202405,,Score,Music Score,991018115735603851,,Notated music - Physical,Being /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018115735603851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Torke, Michael, composer.",Adjustable Music,[Place of publication not identified] :,2020.,Full score.,,Instrumental ensembles--Scores.; Instrumental ensembles--Scores,,eng,MSC9136,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018338521,,Score,Music Score,991018193946403851,,Notated music - Physical,Antiphony : for solo cello /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018193946403851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Triana, Alba Fernanda, composer.",Cayambis Music Press,"[Blacksburg, Virginia] :",[2015],,,Cello music.; Art music.; Scores.,,zxx,MSC9222,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018377503,,Score,Music Score,991018202646803851,,Notated music - Physical,"Elegía a los silencios : para voz, violoncelo y piano (2012) /","https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018202646803851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Urteaga, Irma, 1929-",Certosa Verlag,Körborn :,"2016, [2021].",,,,,spa,MSC9251,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018338471,,Score,Music Score,991018193947303851,0981720471; 9780981720470; 9781733903509; 173390350X,Notated music - Physical,La canción artística argentina : obras completas para voz y piano = The Argentinian art song : complete works for voice and piano /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018193947303851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Urteaga, Irma, composer.",Mundo Arts Publications,Barcelona ; New York :,2019.,Segunda edición = Second edition.,Latin American & Spanish vocal music collection,"Songs--Argentina.; Dei, Héctor Daniel--Musical settings.; Storni, Alfonsina,--1892-1938--Musical settings.; Sussel-Marie, Ofelia--Musical settings.; Frías, Eva--Musical settings.; Frías, Eva.; Storni, Alfonsina,--1892-1938.; Sussel-Marie, Ofelia.; Songs (High voice) with piano.; Songs (Medium voice) with piano.; Songs, Spanish.; Songs with piano.; Argentina.; Chamber music.; Musical settings.; Scores.; Song cycles.; Songs.",,spa,MSC9215,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018303368,,Score,Music Score,991018103347603851,8400104986; 9788400104986; 9788400104993; 8400104994,Notated music - Physical,Tonadillas.,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018103347603851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Valledor, Jacinto, 1744-approximately 1809 composer.",Consejo Superior de Investigaciones Científicas,Madrid :,2019.,,Monumentos de la música española ; 84.,Songs (High voice) with instrumental ensemble--Scores.; Vocal ensembles with instrumental ensemble--Scores.; Tonadillas--Scores.; Scores.; Tonadillas.,Tonadillas. Selections,spa,M2 .M4845 v. 84,Music Stacks,FY-2021
Individual Composer,39090018338588,,Score,Music Score,991018193946503851,,Notated music - Physical,O.C.T.E.T. : for brass ensemble /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018193946503851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Verdié, Adriana, 1958- composer.",Cayambis Music Press,"[Blacksburg, Virginia] :",[2014],,,"Brass octets (Horn, trombones (3), trumpets (3), tuba)--Scores and parts.; Chamber music.; Parts (Music); Scores.",O.C.T.E.T.,zxx,MSC9229,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018338646,,Score,Music Score,991018193946203851,,Notated music - Physical,Triptych : for brass quartet /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018193946203851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Verdié, Adriana, 1958- composer.",Cayambis Music Press,"[Blacksburg, Virginia] :",[2015],,,"Brass quartets (Euphoniums (2), tubas (2))--Scores and parts.; Chamber music.; Parts (Music); Scores.",Triptych,zxx,MSC9233,Music Desk--Inquire @ Music Desk,FY-2021
Individual Composer,39090018338703,,Score,Music Score,991018193945703851,,Notated music - Physical,...de mujeres y elementos... : for mezzo soprano and piano /,"https://tufts-primo.hosted.exlibrisgroup.com/primo-explore/search?query=any,contains,991018193945703851&context=L&vid=01TUN&search_scope=EVERYTHING&tab=everything&lang=en_US","Verdié, Adriana, 1958- composer.",Cayambis Music Press,"[Blacksburg, Virginia] :",[2015],,,"Poets, Latin American--Songs and music.; Women--Songs and music.; Four elements (Philosophy)--Songs and music.; Fontana, Adriana--Musical settings.; Songs (Medium voice) with piano.; Poets, Latin American.; Women.; Four elements (Philosophy); Song cycles.; Scores.; Musical settings.; Chamber music.; Songs and music.",,spa,MSC9221,Music Desk--Inquire @ Music Desk,FY-2021
